         Reward           Loss         Length
       -200.000          1.544            200
       -200.000          0.028            200
       -200.000          0.002            200
       -200.000          0.002            200
       -200.000          0.001            200
       -200.000          0.001            200
       -200.000          0.001            200
       -200.000          0.001            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
       -200.000          0.000            200
